age,workclass,education_num,marital_status,occupation,relationship,sex,capital_gain,capital_loss,hours_per_week,target
31,2,9,4,6,1,1,0,0,40,0
19,2,9,4,11,3,1,0,0,50,0
52,2,9,2,6,0,1,0,0,40,0
35,2,10,2,6,0,1,0,0,40,0
53,1,7,2,7,0,1,0,2179,41,0
38,2,14,4,0,1,0,0,0,40,0
38,4,13,2,4,0,1,0,0,99,0
34,2,9,0,13,1,1,0,0,40,0
30,2,9,2,6,0,1,0,0,40,0
29,2,14,4,3,1,1,0,0,60,0
30,1,9,2,10,0,1,0,0,40,1
29,4,9,2,2,0,1,0,0,40,0
51,2,9,0,5,4,0,0,0,20,0
54,1,9,0,7,1,0,0,0,30,0
35,2,9,2,13,0,1,0,0,50,1
24,2,13,4,0,3,0,0,0,40,0
36,2,11,4,9,4,0,3325,0,40,0
40,2,12,4,0,3,0,0,0,45,0
63,2,9,0,13,4,1,0,0,45,1
43,2,9,2,0,5,0,0,0,40,1
43,4,10,2,4,0,1,0,0,50,0
75,2,6,6,8,1,0,0,0,70,0
51,5,9,2,9,0,1,0,0,60,1
37,2,9,2,3,0,1,0,0,40,1
33,3,16,2,9,0,1,0,0,60,0
83,2,9,6,10,1,1,0,0,55,0
61,2,9,2,11,0,1,0,0,40,0
37,4,13,0,7,4,0,0,0,48,0
63,4,13,2,9,0,1,0,0,50,0
17,2,6,4,7,3,0,0,0,25,0
31,2,9,2,2,0,1,0,0,40,0
43,2,13,2,3,0,1,0,1977,50,1
22,5,10,4,0,1,0,0,0,17,0
49,2,9,2,13,0,1,0,0,50,0
48,2,9,2,11,0,1,0,0,40,0
38,2,9,4,11,4,1,0,0,42,0
53,2,9,2,3,0,1,0,0,40,0
18,4,6,4,2,3,1,0,0,40,0
27,2,8,4,13,1,1,0,0,40,0
61,2,8,3,9,1,1,0,0,40,0
38,4,9,2,2,0,1,3411,0,25,0
44,2,9,2,13,0,1,0,0,40,0
50,2,14,2,11,0,1,15024,0,40,1
61,5,6,4,7,1,0,0,0,38,0
47,2,15,2,3,0,1,99999,0,40,1
26,2,11,5,7,1,1,0,0,40,0
21,2,10,2,7,2,0,0,0,30,0
25,2,9,2,6,0,1,0,0,40,0
53,1,14,4,3,1,0,14344,0,50,1
26,2,5,2,2,0,1,0,0,20,0
39,2,10,2,3,0,1,0,1848,47,1
67,2,10,0,0,1,0,0,0,40,0
34,2,12,2,11,0,1,0,0,38,1
35,2,9,2,5,0,1,0,0,50,0
25,1,13,4,9,3,1,0,0,40,0
28,2,6,4,7,2,1,0,0,40,0
21,2,10,4,9,1,0,0,0,25,0
54,2,14,2,3,0,1,0,0,52,1
48,2,9,2,5,0,1,0,0,40,0
34,2,13,5,11,1,1,0,2824,50,1
39,2,13,2,3,0,1,0,0,60,1
34,3,13,2,3,0,1,0,0,50,1
39,3,15,2,9,0,1,0,0,40,1
36,0,11,2,9,5,0,0,0,45,1
41,3,10,2,11,0,1,0,0,91,0
50,4,13,2,2,0,1,0,0,50,0
34,2,10,2,7,0,1,0,0,62,0
50,2,4,2,6,0,1,0,0,40,0
35,2,9,2,6,0,1,0,0,60,1
47,2,9,0,6,1,0,0,0,40,0
77,4,9,4,6,1,1,401,0,20,0
41,2,9,2,13,0,1,0,0,50,0
81,3,6,2,3,5,0,2936,0,28,0
52,2,13,2,11,0,1,0,0,40,1
31,2,9,2,2,0,1,0,0,40,0
53,2,12,2,12,0,1,0,0,40,1
55,2,9,5,0,1,0,0,0,40,0
28,2,11,2,6,0,1,0,0,40,0
32,2,12,5,3,4,0,25236,0,50,1
26,1,13,4,10,4,0,0,0,40,0
78,2,9,6,7,1,0,0,0,12,0
23,2,10,2,11,0,1,0,0,45,0
41,5,9,2,4,2,1,0,0,40,0
35,2,10,2,6,0,1,0,0,50,0
20,2,10,4,6,3,1,0,0,30,0
33,2,10,4,0,4,0,0,0,35,0
65,4,9,2,3,0,1,0,0,59,1
37,2,9,2,5,0,1,0,0,45,1
50,3,9,2,4,0,1,0,0,50,0
26,1,10,4,7,3,0,0,0,10,0
36,2,9,5,0,1,0,0,0,38,0
44,2,12,4,0,1,1,0,0,38,0
37,2,9,2,2,0,1,0,0,40,0
34,2,10,2,0,0,1,0,0,40,0
40,2,10,5,3,4,0,0,0,60,0
38,2,10,0,0,4,0,0,0,43,0
84,2,4,2,9,0,1,0,0,10,0
61,2,4,2,4,0,1,0,0,40,0
36,2,10,4,2,1,1,0,0,55,0
33,2,10,2,7,0,1,0,0,40,0
65,2,7,6,0,1,0,0,0,8,0
17,2,4,4,11,3,1,0,0,8,0
46,2,9,0,2,2,1,0,0,40,0
21,2,8,4,5,3,1,0,0,32,0
24,0,9,4,7,3,1,0,0,40,0
52,0,12,2,7,0,1,7298,0,40,1
38,4,10,2,4,5,0,0,0,15,0
33,2,15,4,9,3,1,0,0,42,1
37,2,9,2,7,0,1,0,0,30,0
34,2,10,4,12,4,0,0,0,40,0
41,2,13,0,3,4,0,0,0,45,0
25,2,9,0,7,1,1,0,0,50,0
33,4,9,2,2,0,1,0,0,50,0
46,4,9,2,4,0,1,4386,0,70,0
58,4,12,2,11,0,1,0,0,25,1
33,2,13,2,4,0,1,0,0,40,0
31,2,13,0,3,1,1,4650,0,45,0
66,2,9,4,7,2,0,0,0,3,0
20,2,10,4,13,3,1,0,0,24,0
43,0,9,2,3,0,1,0,0,40,0
42,2,10,2,0,0,1,0,0,40,0
32,4,13,2,4,0,1,0,0,70,0
53,2,12,4,3,1,0,0,0,60,0
63,1,5,2,13,0,1,7688,0,40,1
52,0,15,2,1,0,1,7298,0,50,1
31,2,3,2,5,0,1,0,0,56,0
26,2,9,4,7,1,0,0,0,35,0
39,4,5,2,2,0,1,0,0,40,0
20,2,10,4,9,3,0,0,0,15,0
27,2,9,4,13,1,1,0,1876,75,0
20,5,10,4,0,3,0,0,0,10,0
24,2,9,4,7,1,0,0,1762,40,0
43,2,9,2,3,0,1,0,0,40,0
39,2,13,4,9,1,1,0,0,40,1
19,2,10,4,7,2,1,0,0,35,0
24,2,13,5,3,1,0,0,0,40,0
52,4,13,2,11,0,1,15024,0,55,1
35,4,13,2,9,0,1,0,0,40,0
29,2,10,5,8,1,0,0,0,30,0
26,2,3,4,0,3,0,0,0,40,0
37,2,13,0,3,1,0,0,0,40,0
18,2,9,4,2,3,1,0,0,40,0
42,1,4,3,7,1,0,0,0,35,0
50,2,10,0,11,1,0,0,0,40,0
36,2,3,2,8,5,0,0,0,40,0
31,2,9,0,6,2,1,0,0,40,0
27,2,9,0,11,4,0,0,0,37,0
45,2,13,2,3,0,1,0,0,40,1
22,2,13,4,3,1,1,0,0,40,0
43,4,9,2,11,0,1,0,0,40,0
37,2,10,2,2,0,1,0,0,40,0
35,2,12,2,3,0,1,0,0,40,0
50,2,9,2,3,0,1,0,1887,55,1
22,2,10,4,0,3,0,0,0,25,0
28,2,3,4,7,1,0,0,0,40,0
64,1,9,6,0,1,0,0,0,40,0
59,2,14,2,9,0,1,0,0,60,0
20,2,10,4,11,3,1,0,0,40,0
32,2,7,2,5,0,1,0,0,40,0
40,2,9,5,6,4,1,0,0,40,0
37,2,9,0,2,1,1,0,0,40,0
23,1,9,4,7,3,0,0,0,45,0
44,2,13,2,3,0,1,0,0,40,1
33,2,10,0,3,4,0,0,0,40,0
41,4,11,2,4,0,1,0,0,45,0
58,2,9,0,5,1,1,0,0,40,0
18,2,7,4,5,3,1,0,0,5,0
45,2,9,5,11,1,0,0,0,40,0
47,2,13,2,3,0,1,0,0,43,1
37,2,5,2,10,0,1,0,0,16,0
58,2,8,2,13,2,1,0,0,40,0
19,2,9,4,7,3,0,0,0,40,0
57,4,10,2,11,5,0,0,0,25,1
44,2,9,2,2,0,1,0,0,65,1
22,5,12,4,0,1,1,0,0,40,0
35,2,9,2,13,0,1,0,0,50,0
29,2,9,2,9,0,1,0,0,40,1
51,4,9,0,11,1,1,0,0,40,0
37,2,9,4,13,1,1,0,0,45,0
29,2,11,2,12,0,1,0,2051,40,0
38,2,10,0,0,3,1,0,0,40,0
50,5,13,2,10,0,1,0,0,40,1
56,2,9,2,6,0,1,0,0,40,1
24,2,9,0,3,1,0,0,0,45,1
59,2,9,0,0,1,0,0,0,40,0
30,2,5,4,5,4,1,0,0,40,0
21,2,10,4,7,3,1,0,0,32,0
36,2,13,2,2,0,1,0,0,45,0
41,2,13,0,12,4,0,0,0,40,1
38,2,9,2,6,5,0,0,0,40,0
40,2,9,3,7,3,0,0,0,40,0
55,2,9,0,11,4,0,0,0,37,0
25,2,9,2,12,0,1,0,0,84,0
45,5,10,0,9,4,0,0,0,40,0
61,2,10,2,11,0,1,0,0,44,1
18,2,9,4,5,3,1,0,0,22,0
31,2,15,4,9,1,0,0,0,99,0
56,2,10,2,13,0,1,0,0,35,1
27,2,9,4,11,1,1,0,0,30,0
27,2,10,2,2,0,1,0,0,60,0
39,2,13,4,3,1,1,0,0,45,0
31,2,10,2,0,0,1,0,0,40,1
69,5,16,2,9,0,1,0,0,50,1
59,1,13,2,9,0,1,0,0,40,1
30,0,10,4,2,1,1,0,0,40,0
48,5,14,2,9,0,1,0,0,61,1
30,2,13,2,9,0,1,0,0,40,1
66,2,11,6,9,1,0,0,0,35,0
31,5,11,4,2,3,1,0,0,40,0
21,2,11,4,3,3,0,2174,0,60,0
27,2,9,4,0,3,0,0,0,40,0
48,4,9,2,11,0,1,0,0,50,0
32,4,9,4,2,3,1,0,0,40,0
40,2,9,2,11,0,1,0,0,50,0
45,2,13,5,3,1,0,0,0,55,0
38,2,10,4,0,1,0,0,0,40,0
48,2,9,2,2,0,1,0,0,40,0
47,2,9,0,6,4,0,0,0,40,0
57,2,14,2,12,0,1,0,0,40,1
24,2,4,4,5,2,1,0,0,40,0
39,2,10,2,11,0,1,0,0,40,1
65,2,14,0,11,1,1,0,0,28,0
35,5,12,2,9,0,1,0,0,65,0
31,2,10,6,0,4,0,0,0,40,0
33,1,8,4,6,1,1,0,0,36,0
46,2,11,4,3,3,0,0,0,40,0
48,4,10,2,4,0,1,7298,0,60,1
41,2,10,2,6,0,1,0,1902,40,1
22,2,7,0,11,2,0,0,0,25,0
29,2,11,2,3,0,1,0,0,40,1
41,2,9,2,2,0,1,0,0,40,0
46,2,13,2,9,0,1,7688,0,45,1
41,2,9,2,6,0,1,0,0,50,0
36,2,9,0,2,1,1,0,0,40,0
28,1,13,0,9,1,1,0,0,40,0
55,2,9,5,11,1,1,0,0,36,0
49,2,6,2,4,0,1,0,0,40,0
33,2,9,4,6,4,0,0,0,40,0
51,2,10,2,11,0,1,0,0,40,0
42,2,13,2,9,0,1,99999,0,40,1
30,2,13,6,9,4,0,0,0,55,1
30,2,9,4,13,4,0,0,1669,70,0
25,2,7,2,0,3,0,0,0,40,0
40,3,13,2,11,0,1,0,0,45,1
37,5,10,0,0,4,0,0,0,40,0
36,1,13,5,9,1,1,0,0,40,0
60,1,10,6,3,1,0,0,0,40,0
35,2,13,2,3,0,1,0,0,55,1
39,2,9,0,11,2,0,0,0,40,0
46,2,13,2,9,0,1,0,0,50,1
24,2,9,4,7,1,0,0,0,40,0
57,3,10,2,3,0,1,0,0,40,0
47,4,10,0,7,1,0,0,0,45,0
50,2,9,2,2,0,1,0,0,40,1
58,2,6,2,2,0,1,0,0,50,0
57,4,7,2,4,0,1,0,0,99,0
44,2,14,0,11,1,1,0,0,24,0
23,2,10,4,7,3,1,0,0,40,0
43,4,9,4,4,1,1,0,0,60,0
35,2,9,2,6,0,1,0,0,40,0
19,2,10,4,0,3,0,0,0,16,0
25,2,13,4,9,1,1,0,0,35,0
28,2,9,4,5,3,1,0,0,40,0
37,2,11,2,9,0,1,0,0,48,1
35,2,9,2,0,0,1,0,0,36,0
26,2,10,4,9,1,0,0,0,35,0
41,1,9,5,7,1,0,4101,0,40,0
28,2,9,4,6,1,1,0,0,48,0
23,2,10,4,11,1,1,0,0,50,0
31,2,9,0,0,4,0,0,0,50,0
30,3,9,2,2,0,1,0,1887,48,1
43,2,10,2,7,0,1,0,0,48,0
32,4,9,2,3,0,1,0,0,55,0
28,2,9,5,5,1,1,0,0,30,0
50,2,9,2,3,0,1,0,0,60,0
57,2,9,0,0,1,0,0,0,40,0
36,2,9,2,3,0,1,0,0,40,0
25,2,13,4,2,1,1,0,0,40,0
25,2,7,5,2,3,1,0,0,40,0
37,2,11,2,2,0,1,0,0,45,0
24,2,10,4,4,1,1,0,0,45,0
44,2,14,2,9,0,1,0,0,40,0
67,3,10,2,11,0,1,0,0,40,0
54,2,10,2,2,0,1,0,0,40,0
26,5,10,2,7,0,1,0,0,40,0
27,2,10,4,5,3,1,0,0,40,0
38,4,5,2,2,0,1,0,0,40,0
18,2,7,4,7,3,0,0,0,20,0
34,2,9,4,6,3,0,0,0,40,0
35,2,9,2,5,0,1,0,0,45,0
22,5,10,4,7,3,1,0,0,45,0
26,2,12,4,7,1,1,0,0,40,0
33,2,11,2,11,0,1,0,0,36,0
34,2,9,2,2,0,1,0,0,40,1
17,2,7,4,0,3,0,0,0,15,0
34,2,9,5,3,4,0,0,0,30,0
50,1,10,0,10,1,1,0,0,40,0
36,2,9,0,7,4,0,0,0,36,0
26,1,13,2,10,0,1,0,0,43,0
32,2,13,4,9,1,0,0,0,40,0
64,2,7,2,2,0,1,0,0,48,0
48,2,14,0,3,4,0,0,0,40,1
34,2,11,2,3,5,0,0,0,40,1
46,2,9,2,2,0,1,0,0,40,0
34,2,6,4,7,4,0,0,0,20,0
23,4,9,4,5,3,0,0,0,35,0
27,4,9,2,7,5,0,3464,0,35,0
32,4,11,2,2,0,1,0,0,40,0
47,1,10,2,9,0,1,7688,0,50,1
20,2,10,4,0,3,0,0,1719,30,0
24,2,11,4,11,1,1,0,0,55,0
63,4,9,2,4,0,1,0,0,35,0
28,2,9,2,6,0,1,0,0,50,1
27,2,10,4,6,3,1,0,0,48,0
36,2,13,2,3,0,1,15024,0,55,1
29,2,9,2,6,0,1,0,0,50,0
28,2,10,2,0,0,1,0,0,40,0
49,2,10,0,0,1,0,0,0,60,0
37,3,10,2,13,0,1,0,0,55,1
42,2,9,0,3,1,0,5455,0,50,0
19,4,9,4,7,3,1,0,0,53,0
47,1,14,0,9,4,0,5455,0,45,0
45,4,11,2,9,0,1,0,0,20,0
28,2,11,0,12,4,0,0,0,40,0
48,2,9,0,3,1,0,0,0,40,0
44,2,9,2,2,0,1,0,0,40,0
37,2,3,2,6,0,1,0,0,40,0
31,2,10,4,0,1,0,2463,0,38,0
32,2,8,2,11,0,1,0,0,40,1
42,4,9,2,11,0,1,0,0,60,0
37,2,9,0,2,1,1,0,0,50,0
38,2,11,4,12,1,0,2354,0,40,0
52,4,12,0,11,4,1,0,0,40,0
52,1,10,2,10,0,1,0,0,35,0
26,2,10,4,0,1,0,0,0,40,0
77,2,3,2,7,0,1,0,0,20,0
63,2,9,0,2,1,0,0,0,40,0
36,2,12,0,0,4,0,0,0,42,0
39,2,9,2,5,0,1,0,0,40,0
30,2,9,4,5,3,1,0,0,40,0
47,2,1,4,11,4,0,0,0,40,0
19,2,10,4,2,1,1,0,0,40,0
29,2,5,2,13,0,1,0,0,40,0
25,2,9,4,7,1,1,0,0,48,0
45,2,10,0,6,1,1,0,0,40,0
27,2,13,4,11,1,1,0,0,40,0
51,2,4,2,9,0,1,0,0,40,0
41,2,6,2,0,5,0,0,0,30,0
41,1,15,2,9,0,1,0,0,50,1
27,2,13,4,12,1,1,0,1340,40,0
23,2,9,4,6,1,1,0,0,40,0
48,2,10,0,2,4,1,15020,0,48,1
51,2,9,2,11,0,1,0,0,50,0
42,2,9,2,0,0,1,0,0,50,0
28,2,13,4,10,1,0,0,0,40,0
22,2,9,4,11,3,0,0,0,35,0
51,0,10,5,9,1,0,0,0,40,1
19,2,10,4,7,3,1,0,0,15,0
25,1,13,4,9,3,1,0,0,35,0
53,2,5,2,7,0,1,0,0,40,0
44,2,9,3,2,4,1,0,0,40,0
69,4,10,2,11,0,1,6514,0,45,1
33,1,10,2,10,0,1,3908,0,40,0
43,3,13,2,3,0,1,0,0,50,1
39,2,9,2,0,5,0,0,0,40,1
33,4,13,2,11,0,1,7298,0,80,1
29,2,9,2,4,0,1,0,0,40,0
43,1,9,0,10,4,0,0,0,40,0
44,2,10,2,13,0,1,0,0,40,1
30,2,10,4,11,1,1,0,0,40,0
44,0,11,2,10,0,1,7298,0,48,1
36,2,10,0,12,4,1,0,0,40,0
62,2,10,5,11,4,0,0,1617,33,0
43,0,10,2,0,5,0,0,0,40,0
25,2,10,4,0,1,0,0,0,45,0
23,2,9,4,2,2,1,0,0,40,0
31,2,13,2,7,0,1,0,0,40,0
51,2,13,0,3,4,1,0,0,40,1
33,2,9,4,13,3,0,0,0,40,0
76,2,14,2,3,0,1,0,0,40,1
52,0,9,0,0,1,0,0,0,40,0
54,2,13,2,11,0,1,0,0,67,0
33,2,9,4,2,3,1,0,0,40,0
58,2,4,0,7,1,0,0,0,40,0
28,2,9,4,7,3,0,0,0,32,0
37,2,14,2,3,0,1,0,0,50,1
27,2,9,4,13,3,1,0,0,40,0
25,2,10,4,0,3,0,0,0,40,0
33,2,13,2,0,2,1,0,0,40,0
57,3,9,2,3,0,1,0,0,40,0
27,2,10,2,0,0,1,0,0,30,0
56,2,4,2,5,0,1,0,0,40,0
63,2,9,2,2,0,1,0,0,30,0
34,2,8,0,7,4,0,0,0,40,0
55,2,9,2,2,0,1,4386,0,40,1
40,0,9,2,11,0,1,0,0,40,0
39,1,13,2,9,5,0,0,0,50,1
29,1,9,4,10,1,0,0,0,40,0
40,5,9,0,7,1,0,0,0,48,0
29,2,9,0,6,4,1,0,0,40,0
26,2,13,4,3,1,0,0,0,40,0
20,2,9,2,7,0,1,0,0,28,0
35,2,13,2,9,0,1,0,0,40,1
30,2,9,4,0,1,1,0,0,40,0
44,2,10,2,6,0,1,0,0,40,0
34,2,13,4,0,3,0,0,0,40,0
32,2,12,0,9,4,0,0,880,36,0
27,2,9,3,0,4,0,0,0,40,0
58,3,15,0,9,1,1,0,0,70,1
37,2,10,2,11,0,1,0,0,50,0
33,2,10,0,11,1,1,0,0,40,0
55,4,4,2,4,0,1,0,0,50,0
37,2,10,2,11,0,1,0,0,48,1
28,2,9,2,2,0,1,0,0,38,0
45,2,9,0,5,1,1,0,0,50,0
45,2,11,0,6,3,0,0,0,40,0
23,2,9,4,0,3,1,0,0,25,0
47,2,10,2,2,0,1,0,1485,47,0
46,1,9,2,7,0,1,0,0,40,0
36,2,13,2,11,0,1,15024,0,65,1
67,4,14,0,11,1,1,0,0,40,0
32,2,9,2,6,0,1,5178,0,40,1
29,2,10,4,0,1,0,0,0,40,0
39,4,12,2,3,0,1,0,0,55,0
33,2,10,0,6,1,1,0,0,40,0
35,2,11,2,7,0,1,0,0,40,0
23,3,10,4,9,1,1,0,0,50,0
72,1,12,0,9,4,0,0,0,16,0
32,2,9,0,7,1,0,0,0,40,0
58,2,9,2,11,5,0,0,0,40,0
22,2,9,5,0,2,0,0,0,40,0
53,2,9,2,6,0,1,0,0,40,1
43,2,10,5,13,4,1,4934,0,51,1
20,2,10,4,11,1,0,0,0,50,0
33,2,12,4,0,1,1,0,0,50,0
40,2,9,2,6,0,1,0,0,45,1
20,2,9,4,11,1,0,0,0,32,0
31,2,5,4,2,3,1,0,0,35,0
21,2,9,4,7,2,0,0,0,40,0
39,2,9,0,2,4,1,0,0,50,0
34,5,11,4,0,4,0,0,0,40,0
33,1,13,4,0,1,1,0,0,40,0
35,2,7,0,13,1,1,0,0,40,0
25,2,2,4,7,1,0,0,0,40,0
44,2,13,2,11,0,1,0,0,50,1
54,2,10,2,11,0,1,0,0,60,0
45,2,10,2,13,0,1,7298,0,50,1
53,2,9,2,13,0,1,0,0,40,0
51,2,7,4,7,2,1,0,0,35,0
76,2,5,2,10,0,1,0,0,13,0
52,2,13,2,3,0,1,0,0,40,1
27,2,10,0,11,4,0,0,0,35,0
66,1,10,6,0,1,0,0,0,20,0
57,4,16,2,9,0,1,0,0,35,0
23,2,10,4,6,3,1,0,0,40,0
41,2,9,2,3,0,1,0,0,40,0
29,2,13,4,11,1,1,0,1564,40,1
23,2,9,2,11,0,1,0,2377,40,0
55,2,9,0,3,1,0,0,0,40,0
34,2,9,0,2,1,1,0,0,48,1
27,2,10,4,0,4,0,0,0,40,0
48,2,10,6,3,4,0,0,1669,38,0
27,2,12,0,3,1,0,0,0,45,0
26,1,13,4,9,3,0,0,0,42,0
50,0,10,2,3,0,1,0,0,40,0
47,1,13,4,9,1,0,0,0,50,0
58,2,9,2,3,0,1,0,0,45,0
30,2,13,4,3,1,1,8614,0,45,1
27,2,13,4,12,3,1,0,0,40,0
45,2,9,2,3,0,1,0,0,50,0
33,2,4,4,11,1,1,0,0,43,0
17,2,6,4,7,3,1,0,0,10,0
47,4,10,2,4,0,1,0,0,72,0
63,2,10,0,11,1,0,0,0,60,0
23,2,10,4,3,1,1,0,0,40,0
40,2,9,0,0,1,0,0,1741,40,0
28,2,9,2,2,0,1,0,1848,42,1
52,0,11,0,4,1,0,0,0,40,0
31,2,9,2,6,0,1,5013,0,40,0
25,2,9,4,0,3,1,0,0,40,0
36,2,12,2,3,0,1,7688,0,44,1
56,2,13,2,9,0,1,0,0,50,0
26,2,9,4,6,3,1,0,0,40,0
19,2,8,4,7,3,1,0,0,25,0
34,2,10,2,0,0,1,0,0,40,0
44,4,10,2,4,0,1,4508,0,72,0
51,1,7,2,5,0,1,0,0,40,0
18,2,6,4,7,3,0,0,0,20,0
42,3,9,2,11,0,1,0,0,43,1
58,2,7,2,6,0,1,0,0,40,0
27,2,10,4,7,1,1,0,0,38,0
55,1,9,0,0,4,1,0,0,40,0
63,4,10,2,6,0,1,0,0,35,1
34,2,10,2,2,0,1,0,0,40,1
27,2,10,2,0,5,0,0,0,45,0
61,2,10,2,0,0,1,0,0,40,1
30,2,10,0,0,4,0,0,0,37,0
46,2,10,2,4,0,1,0,0,40,0
26,1,10,2,7,2,1,0,0,40,0
28,2,10,4,3,3,0,0,0,40,0
32,2,10,0,0,2,0,4865,0,40,0
49,3,10,2,11,0,1,0,0,50,1
30,2,9,2,10,0,1,0,0,40,0
52,2,4,2,5,0,1,0,0,40,0
61,2,9,2,13,0,1,0,0,45,1
24,4,9,4,2,1,1,0,0,35,0
45,2,8,2,2,0,1,0,0,40,0
35,2,9,2,2,0,1,0,0,40,0
49,1,14,5,9,4,0,0,0,50,0
47,5,11,2,12,0,1,0,0,48,1
38,4,9,5,2,1,1,0,0,40,0
35,2,9,2,5,0,1,0,0,40,1
51,2,13,2,3,0,1,0,0,50,1
17,2,6,4,11,3,1,0,0,5,0
19,2,7,4,7,2,1,0,0,20,0
27,5,10,2,3,0,1,0,0,40,1
25,5,10,2,10,0,1,0,0,40,0
44,2,9,5,6,3,1,0,0,40,0
35,2,10,2,9,0,1,0,0,40,1
42,2,10,0,0,1,0,0,0,30,0
41,3,16,2,3,0,1,99999,0,60,1
23,2,10,4,7,1,0,0,0,40,0
43,2,14,4,9,1,1,0,0,50,1
31,2,7,2,4,0,1,0,0,55,1
33,4,8,4,2,1,1,0,0,32,0
51,2,13,2,3,0,1,0,0,40,1
31,4,13,2,0,5,0,0,0,20,0
46,2,9,0,0,1,1,0,0,40,0
61,1,13,2,3,0,1,5178,0,50,1
51,4,9,2,2,0,1,3137,0,60,0
41,2,9,5,6,4,0,0,0,40,0
20,2,10,4,7,3,0,0,0,20,0
19,2,9,4,7,3,0,0,0,20,0
67,2,9,6,0,1,0,0,0,40,0
58,3,9,2,3,0,1,0,0,40,1
58,2,11,2,3,0,1,0,0,40,1
49,4,9,2,2,0,1,0,0,60,0
31,2,9,4,9,3,0,0,0,36,0
46,2,9,2,5,0,1,0,0,40,0
28,2,9,0,7,1,0,0,1741,52,0
24,2,13,4,11,1,1,0,0,47,0
40,2,9,3,0,4,0,0,0,40,0
63,2,9,4,2,1,1,0,0,40,0
25,2,9,4,5,3,1,0,0,95,0
41,0,15,2,9,0,1,0,0,50,1
35,2,15,2,11,0,1,0,0,35,0
38,4,11,0,7,4,0,0,0,40,0
52,1,9,2,10,0,1,0,0,52,1
35,2,11,2,12,0,1,7298,0,48,1
28,4,9,4,2,1,1,0,0,55,0
35,2,9,5,0,1,0,0,0,40,0
49,2,9,2,6,5,0,0,0,40,0
57,1,14,2,3,0,1,0,0,40,1
37,2,9,2,7,0,1,0,0,40,0
31,2,10,2,3,0,1,0,0,65,1
61,2,4,2,13,0,1,0,0,40,0
38,1,14,2,9,0,1,0,0,40,1
21,2,9,4,4,3,1,0,0,45,0
24,2,13,4,11,3,1,0,0,4,0
36,2,10,0,11,1,0,3325,0,45,0
43,2,13,4,11,1,1,0,0,50,1
38,2,9,2,7,0,1,0,0,40,0
48,2,12,0,3,4,0,0,0,40,0
40,4,11,2,11,0,1,0,0,72,1
18,2,7,4,11,3,1,0,0,15,0
20,2,10,4,10,3,1,0,0,33,0
37,2,14,2,9,0,1,0,0,70,0
25,2,10,4,3,3,1,0,0,75,0
44,2,11,2,2,0,1,0,0,40,0
19,2,9,4,11,3,0,0,0,35,0
58,2,9,0,11,2,0,0,0,40,0
61,2,13,2,9,0,1,0,0,44,1
29,2,13,4,11,3,0,0,0,40,0
52,2,10,2,6,0,1,0,0,40,0
38,4,10,2,2,0,1,0,0,36,0
64,2,13,2,9,0,1,0,0,40,1
23,2,9,4,11,1,1,0,0,48,0
31,2,9,2,11,0,1,0,0,40,0
30,2,9,4,3,1,1,0,0,40,0
44,2,10,0,6,1,1,0,0,40,0
51,4,9,2,4,0,1,0,0,50,0
55,2,10,0,7,1,0,0,0,40,0
21,2,10,4,13,3,1,0,0,20,0
56,2,14,2,3,0,1,0,0,60,1
37,4,9,4,2,1,1,0,0,35,0
44,2,11,2,0,0,1,7298,0,51,1
42,2,9,6,7,4,0,0,0,40,0
68,1,9,6,10,1,1,0,1668,20,0
43,2,9,0,2,1,1,0,0,35,0
43,4,13,0,9,1,1,0,0,70,1
37,4,9,2,4,0,1,0,0,50,0
31,2,9,2,0,5,0,0,0,27,0
35,0,12,0,9,4,0,0,0,40,0
49,2,9,0,11,1,0,0,0,40,0
38,2,7,0,6,1,1,0,0,65,0
50,4,10,2,11,0,1,99999,0,45,1
24,2,4,2,11,0,1,2580,0,40,0
42,2,11,2,2,0,1,0,0,45,1
62,2,14,2,9,0,1,0,0,40,1
39,4,12,2,0,5,0,0,0,40,1
44,2,9,2,2,0,1,0,0,40,1
30,2,5,4,11,1,1,0,0,40,0
38,2,13,2,11,0,1,5178,0,48,1
40,2,9,5,7,1,0,0,0,40,0
37,2,11,0,9,4,0,0,0,40,0
36,2,9,5,6,1,0,0,0,36,0
81,4,10,2,12,0,1,0,0,25,0
44,1,10,6,0,4,0,0,0,15,0
35,2,13,2,11,0,1,0,0,42,0
17,2,6,4,7,2,1,0,0,15,0
61,2,10,2,9,0,1,0,1902,40,1
38,2,2,2,5,0,1,0,0,40,0
22,2,13,4,3,1,0,0,0,30,0
28,2,9,4,5,3,1,0,0,40,0
30,2,14,4,9,1,0,0,0,16,0
40,2,11,0,2,4,1,0,0,50,1
28,4,11,2,4,0,1,0,0,60,0
58,2,7,2,0,0,1,0,0,48,0
54,3,9,2,2,0,1,0,0,40,1
21,2,9,4,4,1,1,0,0,50,0
39,2,13,2,2,0,1,0,0,40,1
32,2,10,2,6,0,1,0,0,40,0
49,2,13,2,11,0,1,0,0,45,1
25,2,11,2,2,0,1,0,0,40,1
55,0,14,2,3,0,1,0,0,60,1
58,3,6,2,13,5,0,0,0,40,0
35,2,9,2,6,0,1,0,0,40,0
33,5,10,0,7,4,0,0,0,40,0
35,2,9,5,7,3,0,0,0,30,0
47,2,9,0,0,1,0,0,0,40,0
